PRESCRIBER_SPECIALTY,FILLED_YEAR,TOTAL_FILLED,TOTAL_REFILLED,AVG_DAYS_SUPPLIED,MIN_DAYS_SUPPLIED,MAX_DAYS_SUPPLIED,MEDIAN_DAYS_SUPPLIED,0-5 DAYS SUPPLIED,6-10 DAYS SUPPLIED,11-20 DAYS SUPPLIED,21-30 DAYS SUPPLIED,31-60 DAYS SUPPLIED,61-90 DAYS SUPPLIED,91+ DAYS SUPPLIED
Unknown,2005,1357524,730109,14.604223,0,999,,507662,259239,190173,373823,15318,9453,1850
Unknown,2006,1983390,884767,14.309293,0,999,,761342,371291,266592,553060,17382,11695,2019
Unknown,2007,2085736,1050387,14.794039,0,999,,766066,384826,281139,620758,17698,13474,1765
Unknown,2008,2231103,1132871,14.850404,0,999,,801240,408614,301063,688145,17916,13157,959
Unknown,2009,2198509,1093808,15.332133,0,999,,763698,387014,285034,732828,17033,11943,950
Unknown,2010,2106351,1104700,16.057063,0,999,,690829,356646,269385,759589,15364,13715,818
Unknown,2011,1943366,1436299,16.391769,0,999,,629447,302323,235107,753099,11713,11314,357
Unknown,2012,1897736,1338709,16.692477,0,999,,602094,288324,219167,766054,11143,10699,250
Unknown,2013,1659384,895835,16.89353,0,999,,512492,253022,191571,683612,9023,9444,214
Unknown,2014,1422526,552229,17.255189,0,999,,430971,211349,151781,613236,7104,7916,163
Unknown,2015,1225814,264449,17.814579,0,999,,343926,185417,132179,552112,5611,6416,152
Unknown,2016,934382,234533,17.27361,0,1095,,273287,152905,105912,390870,4614,6711,83
Unknown,2017,705019,171920,16.952882,0,1095,,214473,135167,72992,266432,4925,10967,63
Unknown,2018,530434,162152,17.122788,0,360,,155232,110337,49281,202302,3429,9827,25
Unknown,2019,459252,196357,15.804656,0,240,,127789,108180,43582,177441,1134,1105,20
Unknown,2020,371275,124137,15.101466,1,365,,102036,96397,39797,131410,875,746,14
Unknown,2021,338827,133335,14.911521,0,180,,92513,91694,35550,117512,828,713,17
Unknown,2022,315845,144036,14.630578,1,473,,92146,83886,30802,107450,806,729,26
Unknown,2023,284028,87962,14.222196,1,300,,99274,63367,25560,94386,840,555,46
Acupuncturist,2017,3,0,35,30,45,30,0,0,0,2,1,0,0
Acupuncturist,2018,13,0,20.692307,5,30,30,1,3,2,7,0,0,0
Acupuncturist,2019,21,0,22.666666,2,90,20,2,6,3,8,1,1,0
Acupuncturist,2020,14,0,16.5,3,72,7,3,6,2,1,1,1,0
Advanced Practice Midwife,2005,92,36,3.532608,1,6,3,89,3,0,0,0,0,0
Advanced Practice Midwife,2006,286,13,3.55944,1,15,3,255,26,5,0,0,0,0
Advanced Practice Midwife,2007,426,8,3.899061,1,30,3,376,41,7,2,0,0,0
Advanced Practice Midwife,2008,563,50,4.37833,1,30,4,507,39,5,12,0,0,0
Advanced Practice Midwife,2009,444,24,4.22072,1,30,4,391,45,6,2,0,0,0
Advanced Practice Midwife,2010,397,37,4.261964,1,30,4,334,56,5,2,0,0,0
Advanced Practice Midwife,2011,459,102,4.625272,1,30,4,383,56,14,6,0,0,0
Advanced Practice Midwife,2012,510,72,5.284313,1,30,4,373,105,27,5,0,0,0
Advanced Practice Midwife,2013,593,62,4.983136,1,30,4,468,106,11,8,0,0,0
Advanced Practice Midwife,2014,831,64,5.085439,1,30,4,604,195,19,13,0,0,0
Advanced Practice Midwife,2015,944,3,4.828389,1,34,4,687,219,29,7,2,0,0
Advanced Practice Midwife,2016,815,68,4.531288,1,30,4,658,132,20,5,0,0,0
Advanced Practice Midwife,2017,721,71,4.95423,1,30,4,548,152,3,18,0,0,0
Advanced Practice Midwife,2018,662,3,4.373111,1,30,4,512,144,1,5,0,0,0
Advanced Practice Midwife,2019,618,57,4.425566,1,30,4,515,89,8,6,0,0,0
Advanced Practice Midwife,2020,535,7,4.095327,1,30,3,471,51,6,7,0,0,0
Advanced Practice Midwife,2021,510,2,3.698039,1,30,3,463,41,5,1,0,0,0
Advanced Practice Midwife,2022,756,11,4.383597,1,30,3,664,52,27,13,0,0,0
Advanced Practice Midwife,2023,921,1,4.178067,1,30,3,815,52,42,12,0,0,0
Allergy & Immunology,2005,1689,1326,14.106571,1,300,10,413,506,319,422,20,7,2
Allergy & Immunology,2006,2493,1494,13.318892,1,125,10,553,859,471,585,20,3,2
Allergy & Immunology,2007,3914,1901,13.645886,1,667,10,943,1070,1026,831,18,19,7
Allergy & Immunology,2008,5530,2449,11.492224,1,90,9,1724,1611,1265,879,24,27,0
Allergy & Immunology,2009,4674,3709,12.3267,1,90,9.5,1475,1348,853,968,17,13,0
Allergy & Immunology,2010,4519,4163,13.504757,0,160,10,1339,1102,917,1121,23,16,1
Allergy & Immunology,2011,4029,4940,15.067262,1,480,12,1057,881,779,1275,18,17,2
Allergy & Immunology,2012,3979,4507,15.982156,0,96,12,1147,671,682,1406,36,28,9
Allergy & Immunology,2013,4181,4228,16.49414,1,90,15,1150,674,725,1569,37,26,0
Allergy & Immunology,2014,4760,3578,18.461554,1,90,18.5,1100,634,751,2214,39,22,0
Allergy & Immunology,2015,2949,1082,17.880637,1,118,15,715,392,494,1305,35,7,1
Allergy & Immunology,2016,1504,551,15.125664,1,90,12,426,232,343,456,44,3,0
Allergy & Immunology,2017,1126,372,13.272646,1,90,10,357,238,242,267,18,4,0
Allergy & Immunology,2018,1247,506,12.313552,1,90,8,384,356,225,268,8,6,0
Allergy & Immunology,2019,1242,526,12.243961,1,90,7,362,366,225,278,8,3,0
Allergy & Immunology,2020,988,453,13.874493,1,90,9,212,309,178,281,4,4,0
Allergy & Immunology,2021,828,262,14.402173,1,90,8,164,278,114,265,6,1,0
Allergy & Immunology,2022,1080,310,12.356481,1,90,7,287,389,155,241,7,1,0
Allergy & Immunology,2023,1192,525,13.43708,1,48,7,309,391,126,363,3,0,0
Anesthesiologist Assistant,2018,8,14,29.75,28,30,30,0,0,0,8,0,0,0
Anesthesiologist Assistant,2019,5,9,10.2,2,30,2,3,0,1,1,0,0,0
Anesthesiologist Assistant,2020,3,0,3.333333,2,5,3,3,0,0,0,0,0,0
Anesthesiology,2005,35995,5392,24.714071,0,999,30,2346,3276,4624,25233,261,239,16
Anesthesiology,2006,55351,7050,24.828476,0,999,30,3710,4944,6128,39987,319,245,18
Anesthesiology,2007,72416,10189,25.235417,0,667,30,4403,6356,7469,53321,438,398,31
Anesthesiology,2008,94887,10937,26.082624,0,330,30,4500,6539,8285,74610,438,492,23
Anesthesiology,2009,105810,10174,25.855089,0,705,30,4773,8357,9263,82460,499,429,29
Anesthesiology,2010,110624,13355,25.942119,0,300,30,4985,7988,10235,86303,566,532,15
Anesthesiology,2011,119752,29959,25.839443,0,270,30,5867,8224,11544,92835,691,577,14
Anesthesiology,2012,152149,35035,25.548968,0,300,30,7221,9718,17236,116643,729,591,11
Anesthesiology,2013,168303,33474,25.913079,0,999,30,5993,9509,19662,132008,494,622,15
Anesthesiology,2014,196116,24967,25.973189,0,365,30,6680,9656,23366,155220,567,611,16
Anesthesiology,2015,207515,10233,26.476813,1,300,30,6707,9734,17816,172035,621,580,20
Anesthesiology,2016,220205,11773,26.421534,1,999,30,7134,11093,19469,181307,621,565,16
Anesthesiology,2017,243017,14022,26.332824,1,180,30,7785,15907,18304,199738,635,633,15
Anesthesiology,2018,231512,15426,26.000859,0,240,30,7435,20154,15080,187911,460,460,12
Anesthesiology,2019,219767,16766,25.98285,1,330,30,6485,20583,13079,179022,352,238,7
Anesthesiology,2020,189050,13113,26.494054,1,283,30,4322,16136,10132,157998,274,180,8
Anesthesiology,2021,177627,15167,26.67573,1,180,30,3712,14812,8891,149784,258,161,9
Anesthesiology,2022,180226,15147,26.748898,1,144,30,3524,13992,9839,152496,214,155,6
Anesthesiology,2023,179015,15342,26.684691,1,300,30,3490,14238,9763,151165,246,99,14
Clinical Nurse Specialist,2005,4479,2393,17.971198,1,999,15,692,1103,952,1652,39,36,5
Clinical Nurse Specialist,2006,6990,3042,20.405865,1,667,21,802,1432,1232,3367,96,60,1
Clinical Nurse Specialist,2007,7493,4201,19.829841,0,150,20,1146,1473,1129,3605,87,51,2
Clinical Nurse Specialist,2008,10826,5591,20.659615,1,90,30,2018,1543,1228,5864,87,86,0
Clinical Nurse Specialist,2009,13348,6267,21.507491,0,90,30,2199,1538,1577,7831,130,73,0
Clinical Nurse Specialist,2010,13484,5920,20.692969,0,390,30,2971,1511,1257,7519,118,105,3
Clinical Nurse Specialist,2011,14221,7396,19.371,1,120,25,3858,1354,1511,7297,103,97,1
Clinical Nurse Specialist,2012,15145,8338,17.621393,0,90,15,4844,1661,1754,6693,103,90,0
Clinical Nurse Specialist,2013,13562,7741,17.160227,1,90,15,4605,1396,1555,5894,43,69,0
Clinical Nurse Specialist,2014,14769,6049,17.348703,1,90,15,4922,1512,1713,6479,68,75,0
Clinical Nurse Specialist,2015,19566,2953,18.196923,1,180,20,5712,2205,2183,9310,89,65,2
Clinical Nurse Specialist,2016,23705,2655,18.36912,1,180,21,6982,2428,2418,11615,154,105,3
Clinical Nurse Specialist,2017,24047,3486,17.219154,1,90,15,7616,2950,2516,10754,98,113,0
Clinical Nurse Specialist,2018,19195,4175,15.302735,1,90,10,6175,3440,2633,6840,71,36,0
Clinical Nurse Specialist,2019,21870,10851,15.92021,1,90,14,6393,4067,2920,8427,47,16,0
Clinical Nurse Specialist,2020,19945,11085,16.458611,1,90,14,5509,3374,3000,8001,31,30,0
Clinical Nurse Specialist,2021,19979,12776,16.085139,1,90,14,5761,3569,2834,7742,54,19,0
Clinical Nurse Specialist,2022,22997,3917,16.856416,1,99,15,6552,3571,2992,9789,70,22,1
Clinical Nurse Specialist,2023,25784,2461,18.074968,1,120,20,6771,3676,2854,12362,91,27,3
Clinical Pharmacology,2015,4,0,4.75,3,7,4.5,2,2,0,0,0,0,0
Clinical Pharmacology,2016,2,0,4.5,4,5,4.5,2,0,0,0,0,0,0
Clinical Pharmacology,2017,73,6,12.671232,1,30,7,23,27,4,19,0,0,0
Clinical Pharmacology,2018,26,3,14.76923,2,30,14,5,5,9,7,0,0,0
Clinical Pharmacology,2019,66,0,8.121212,1,29,7,29,24,8,5,0,0,0
Clinical Pharmacology,2020,4,0,4.5,3,6,4.5,3,1,0,0,0,0,0
Clinical Pharmacology,2021,1,0,3,3,3,3,1,0,0,0,0,0,0
Colon & Rectal Surgery,2005,6725,3499,6.949888,0,999,5,4938,1360,158,230,10,16,13
Colon & Rectal Surgery,2006,10678,4690,6.436785,1,425,5,7492,2432,355,337,22,28,12
Colon & Rectal Surgery,2007,11906,5647,6.661347,0,625,5,8365,2738,319,382,56,32,14
Colon & Rectal Surgery,2008,13588,6793,6.449882,0,333,5,9491,3174,364,485,46,20,8
Colon & Rectal Surgery,2009,14493,6745,6.452563,0,333,5,10101,3287,453,601,19,29,3
Colon & Rectal Surgery,2010,14479,6964,6.704744,1,667,5,9899,3310,526,713,10,15,6
Colon & Rectal Surgery,2011,14096,8574,6.921325,1,333,5,9706,3024,476,812,36,40,2
Colon & Rectal Surgery,2012,14685,13439,7.580456,0,90,5,9523,3426,542,1071,73,50,0
Colon & Rectal Surgery,2013,15134,8684,7.899035,1,300,5,9523,3652,627,1200,66,65,1
Colon & Rectal Surgery,2014,13976,6958,8.432527,1,90,5,8588,3359,585,1287,84,73,0
Colon & Rectal Surgery,2015,13046,4220,8.888164,1,90,5,6881,4091,838,1093,56,87,0
Colon & Rectal Surgery,2016,13329,4735,8.820091,1,90,5,7174,4026,786,1222,59,62,0
Colon & Rectal Surgery,2017,12883,4438,8.633703,1,900,5,7068,3976,592,1129,38,77,3
Colon & Rectal Surgery,2018,12389,4321,8.074501,1,90,5,6820,4052,367,1043,52,55,0
Colon & Rectal Surgery,2019,11412,3816,7.986768,1,90,5,6065,4060,242,920,65,60,0
Colon & Rectal Surgery,2020,10121,3706,8.33218,1,90,5,5536,3330,181,960,55,59,0
Colon & Rectal Surgery,2021,10312,2822,7.661171,1,90,5,6047,3172,218,789,24,62,0
Colon & Rectal Surgery,2022,9146,2043,7.272359,1,90,5,5640,2611,225,582,25,63,0
Colon & Rectal Surgery,2023,9130,1018,6.305366,1,120,5,6167,2294,211,413,17,26,2
Community Health Worker,2021,315,0,5.361904,1,30,6,147,153,14,1,0,0,0
Community Health Worker,2022,380,0,6.815789,1,30,6,155,179,23,23,0,0,0
Community Health Worker,2023,75,7,11.16,1,60,7,9,45,10,10,1,0,0
Contractor,2005,817,11,5.725826,2,30,5,616,144,36,21,0,0,0
Contractor,2006,919,41,5.821545,1,45,5,682,184,23,28,2,0,0
Contractor,2007,723,12,6.019363,1,90,5,546,137,19,18,0,3,0
Contractor,2008,782,24,5.574168,1,30,5,597,148,21,16,0,0,0
Contractor,2009,808,50,6.099009,2,30,5,572,189,21,26,0,0,0
Contractor,2010,690,38,6.223188,2,30,5,460,177,45,8,0,0,0
Contractor,2011,724,159,6.04558,1,30,5,472,206,33,13,0,0,0
Contractor,2012,675,126,5.648888,1,30,5,473,172,22,8,0,0,0
Contractor,2013,256,3,6.136718,2,30,5,163,86,4,3,0,0,0
Contractor,2014,290,0,5.965517,2,20,5,200,81,9,0,0,0,0
Contractor,2015,415,0,6.385542,2,30,5,280,118,12,5,0,0,0
Contractor,2016,357,0,7.565826,1,50,5,183,139,31,3,1,0,0
Contractor,2017,213,0,6.746478,2,30,5,114,95,3,1,0,0,0
Contractor,2018,1,0,4,4,4,4,1,0,0,0,0,0,0
Counselor,2008,1,0,7,7,7,7,0,1,0,0,0,0,0
Counselor,2013,1,0,4,4,4,4,1,0,0,0,0,0,0
Counselor,2014,4,5,18.25,14,30,14.5,0,0,3,1,0,0,0
Counselor,2015,13,38,20.846153,4,30,30,4,0,1,8,0,0,0
Counselor,2016,15,56,21.933333,7,30,17,0,1,7,7,0,0,0
Counselor,2017,3,0,4,3,5,4,3,0,0,0,0,0,0
Counselor,2018,11,0,11,2,28,8,4,3,2,2,0,0,0
Counselor,2019,45,0,16.2,2,30,14,5,12,9,19,0,0,0
Counselor,2020,202,0,16.633663,1,29,14,28,54,32,88,0,0,0
Counselor,2021,76,0,14.407894,2,29,11,12,26,13,25,0,0,0
Counselor,2022,8,0,19.25,4,28,24,2,0,2,4,0,0,0
Dental Assistant,2011,43,2,4,3,15,3,41,1,1,0,0,0,0
Dental Assistant,2012,44,1,4.568181,2,22,3.5,38,4,1,1,0,0,0
Dental Assistant,2013,40,16,3.625,2,5,3,40,0,0,0,0,0,0
Dental Assistant,2014,51,7,4.17647,3,10,4,48,3,0,0,0,0,0
Dental Assistant,2015,84,0,3.583333,1,15,3,83,0,1,0,0,0,0
Dental Assistant,2016,48,1,5.666666,2,30,4,32,14,1,1,0,0,0
Dental Assistant,2017,53,0,4.509433,2,30,4,47,4,1,1,0,0,0
Dental Assistant,2018,43,2,4.72093,2,25,4,39,1,2,1,0,0,0
Dental Assistant,2019,62,0,4.225806,2,30,3,57,2,2,1,0,0,0
Dental Assistant,2020,88,1,3.215909,1,10,3,83,5,0,0,0,0,0
Dental Assistant,2021,25,0,3.8,3,5,4,25,0,0,0,0,0,0
Dental Assistant,2022,1,0,10,10,10,10,0,1,0,0,0,0,0
Dental Assistant,2023,3,0,2.666666,2,3,3,3,0,0,0,0,0,0
Dentist,2005,172139,28574,5.092419,0,999,3,151052,14752,2561,3314,148,41,271
Dentist,2006,282883,36670,4.840029,0,999,3,247284,24705,4256,6092,202,44,300
Dentist,2007,307177,42385,4.819628,0,999,3,267492,27089,4774,7233,251,55,283
Dentist,2008,331884,47324,4.714577,0,999,3,287045,30330,5321,8863,164,49,112
Dentist,2009,338079,45690,4.769252,0,889,4,290409,32185,5564,9531,234,60,96
Dentist,2010,333360,45878,4.822393,0,999,4,283907,33934,5142,9997,234,54,92
Dentist,2011,321174,54647,4.623733,0,875,3,275671,30920,4687,9691,171,26,8
Dentist,2012,349775,54467,4.520517,0,763,3,302454,32828,4933,9414,108,34,4
Dentist,2013,341428,45946,4.397114,0,317,3,296964,32373,4083,7854,123,26,5
Dentist,2014,352059,35372,4.528823,0,812,3,303641,33687,5116,9404,178,28,5
Dentist,2015,366724,6058,4.559674,0,500,4,314434,36502,6330,9214,195,41,8
Dentist,2016,362065,5387,4.335616,0,999,3,314743,35042,5046,7062,129,40,3
Dentist,2017,343585,4246,4.11687,1,222,3,303295,32344,2538,5275,81,50,2
Dentist,2018,289297,3078,3.861847,0,999,3,260349,24398,1136,3356,34,23,1
Dentist,2019,254239,2345,3.708081,0,90,3,232201,18873,632,2499,24,10,0
Dentist,2020,230779,2554,3.566776,1,99,3,213496,14281,654,2314,24,8,1
Dentist,2021,206388,1572,3.522719,1,99,3,188621,15119,647,1973,20,7,1
Dentist,2022,179557,1345,3.421838,1,99,3,166427,11068,415,1629,11,5,2
Dentist,2023,172773,1199,3.359599,1,99,3,161629,9234,419,1467,21,2,1
Dermatology,2005,4543,2655,9.195245,0,999,4,2955,662,353,514,17,37,5
Dermatology,2006,7073,3668,8.900042,0,667,4,4564,1082,521,819,34,48,5
Dermatology,2007,8234,3818,8.043721,1,667,4,5654,1141,586,783,20,41,9
Dermatology,2008,9520,4951,8.194012,0,875,4,6342,1324,717,1055,40,41,1
Dermatology,2009,10310,5035,8.241125,0,667,4,6905,1357,733,1232,41,37,5
Dermatology,2010,10180,5308,9.269056,0,667,4,6686,1100,755,1539,36,61,3
Dermatology,2011,10003,5361,8.875937,0,90,4,6758,948,600,1626,30,41,0
Dermatology,2012,15041,5286,14.820291,1,90,7,7091,1080,941,5862,33,34,0
Dermatology,2013,9352,4678,8.319931,1,90,4,6587,901,470,1344,11,39,0
Dermatology,2014,8496,3075,7.856638,1,90,4,6274,705,305,1166,17,28,0
Dermatology,2015,8984,1865,7.519479,0,90,4,6762,737,334,1116,22,13,0
Dermatology,2016,8601,1213,6.194977,1,90,3,6964,656,256,688,18,19,0
Dermatology,2017,8116,1201,5.346722,1,90,3,6912,559,127,496,12,10,0
Dermatology,2018,6107,936,6.029146,1,90,3,5064,388,125,510,8,12,0
Dermatology,2019,4795,222,5.844629,1,90,3,3989,303,94,400,3,6,0
Dermatology,2020,4325,182,6.589826,1,90,3,3376,382,107,445,6,9,0
Dermatology,2021,3671,197,6.231816,1,90,4,2835,465,39,325,4,3,0
Dermatology,2022,2736,115,5.653143,1,90,3,2253,227,35,215,5,1,0
Dermatology,2023,2689,87,5.094458,1,30,3,2302,198,36,153,0,0,0
"Emergency Medical Technician, Intermediate",2006,2,0,1,1,1,1,2,0,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2007,10,0,3.2,2,5,3,10,0,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2008,13,0,3.692307,2,6,3,10,3,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2009,11,0,4.363636,1,10,3,7,4,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2010,162,0,2.839506,1,10,3,159,3,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2011,328,3,3.439024,1,20,3,316,9,3,0,0,0,0
"Emergency Medical Technician, Intermediate",2012,553,2,3.014466,1,7,3,552,1,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2013,650,1,3.032307,1,7,3,646,4,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2014,569,2,3.929701,2,12,4,555,11,3,0,0,0,0
"Emergency Medical Technician, Intermediate",2015,570,0,3.915789,1,30,4,564,4,1,1,0,0,0
"Emergency Medical Technician, Intermediate",2016,80,0,4.8625,1,20,4,61,16,3,0,0,0,0
"Emergency Medical Technician, Intermediate",2017,100,0,4.8,2,10,5,74,26,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2018,86,0,4.279069,1,10,4,70,16,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2019,315,0,3.203174,2,7,3,307,8,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2020,319,0,3.059561,1,6,3,318,1,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2021,267,0,2.883895,1,6,3,266,1,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2022,192,0,2.791666,1,4,3,192,0,0,0,0,0,0
"Emergency Medical Technician, Intermediate",2023,265,0,2.75849,1,4,3,265,0,0,0,0,0,0
Emergency Medicine,2005,145727,11757,4.964508,0,875,3,127413,9847,3718,4293,163,133,160
Emergency Medicine,2006,250738,14610,4.564936,0,875,3,222886,15508,4948,6842,233,109,212
Emergency Medicine,2007,276374,18347,4.694457,0,875,3,245203,15712,5873,9042,178,134,232
Emergency Medicine,2008,316612,25701,5.020548,-93,875,3,273812,20788,6904,14609,179,168,151
Emergency Medicine,2009,333387,28691,5.321866,0,875,3,285782,22349,6837,17769,248,160,242
Emergency Medicine,2010,321033,25899,4.894232,0,875,3,279543,23150,5549,12351,144,137,159
Emergency Medicine,2011,320907,34884,4.390929,0,875,3,281056,25285,5927,8397,121,98,23
Emergency Medicine,2012,331243,29622,4.444477,0,411,3,289318,26699,6458,8540,117,100,11
Emergency Medicine,2013,311709,13919,4.219066,0,473,3,274803,25828,5692,5232,79,65,10
Emergency Medicine,2014,317790,8154,4.007951,0,145,3,283816,24651,5560,3615,74,70,4
Emergency Medicine,2015,353351,2793,3.93672,0,812,3,317622,26917,5380,3285,91,53,3
Emergency Medicine,2016,333155,2100,3.96169,0,309,3,298180,26299,5231,3300,93,43,9
Emergency Medicine,2017,294514,2738,3.974928,1,180,3,262672,24051,4199,3478,74,36,4
Emergency Medicine,2018,232754,2067,3.97124,0,90,3,205997,20623,3041,3000,69,24,0
Emergency Medicine,2019,189039,1903,4.119758,1,90,3,165909,17112,2605,3324,72,17,0
Emergency Medicine,2020,164436,12066,4.296467,1,500,3,141443,16152,3106,3646,58,28,3
Emergency Medicine,2021,165767,36299,4.561963,1,240,3,136702,21119,2854,4993,53,44,2
Emergency Medicine,2022,165535,37330,5.205231,1,120,3,132303,20505,4208,8416,60,41,2
Emergency Medicine,2023,187884,59786,6.518293,1,125,3,132329,28008,12632,14810,70,34,1
Family Medicine,2005,657380,464266,16.783193,0,999,12,168507,145909,114170,210133,10278,7517,863
Family Medicine,2006,1008712,635181,16.66877,0,999,12,258544,223118,168761,334989,12546,9920,834
Family Medicine,2007,1134210,805332,17.272176,0,999,14,271142,244247,189087,403568,13081,12342,743
Family Medicine,2008,1380223,969658,17.248959,0,999,15,321822,294428,228436,508261,13752,13003,517
Family Medicine,2009,1500993,1044609,17.769771,0,999,15,334517,308754,239726,590280,13585,13533,594
Family Medicine,2010,1561504,1167558,18.701012,0,999,15,316762,303310,243980,665485,14264,17247,454
Family Medicine,2011,1551816,1686401,19.166082,0,999,20,296667,285121,240307,699605,13063,16795,257
Family Medicine,2012,1670921,1836094,19.632564,0,999,20,300482,295088,255842,787429,13853,18034,187
Family Medicine,2013,1655328,1403856,20.153967,0,999,22,271248,281444,255492,816238,13782,16910,206
Family Medicine,2014,1587020,1051100,20.792442,0,999,25,243257,255526,232375,825877,12420,17384,177
Family Medicine,2015,1740568,616865,21.60833,0,900,30,229744,254797,258430,966506,12541,18432,104
Family Medicine,2016,1741843,680074,21.710281,0,999,30,222092,256558,254342,978945,11777,18002,119
Family Medicine,2017,1693298,673034,20.953669,0,17478,28,225530,299656,232225,908203,11113,16445,115
Family Medicine,2018,1511871,655046,20.244286,0,546,25,207446,299204,197605,789049,7354,11101,109
Family Medicine,2019,1397069,579521,19.708816,0,546,23,185491,308702,178750,711639,5207,7158,117
Family Medicine,2020,1330288,591832,19.657715,0,473,23,148917,318203,181873,670970,4188,6056,77
Family Medicine,2021,1225839,562572,19.833791,1,301,25,136040,289279,160417,630778,3565,5715,44
Family Medicine,2022,1138428,479604,19.847687,-14,300,25,128328,259913,155721,585942,3392,5086,44
Family Medicine,2023,1047735,373316,20.096771,1,600,26,112748,228742,148280,550588,3358,3858,161
General Practice,2005,51026,29446,18.851624,0,999,16,12057,8680,7618,21299,792,514,65
General Practice,2006,75518,31933,17.695529,0,999,15,18829,13849,11506,29913,873,480,68
General Practice,2007,84315,41047,18.616165,0,999,16,18915,15117,13017,35594,903,651,118
General Practice,2008,97604,46009,18.421263,0,999,16,21725,17027,15008,41984,1176,595,89
General Practice,2009,108493,46089,18.05686,0,731,15,26097,18479,15646,46509,1081,602,79
