county_fips,county_short_raw,year,mh_events_total,self_harm_events,homicide_harm_events,county_name,total_pop,mh_events_per_100k,self_harm_per_100k
18001,ADAMS,2017,782.0,72.0,542.0,Adams County,35995,2172.5,200.0
18001,ADAMS,2018,831.0,65.0,472.0,Adams County,35995,2308.7,180.6
18001,ADAMS,2019,1188.0,112.0,457.0,Adams County,35995,3300.5,311.2
18001,ADAMS,2020,1109.0,134.0,510.0,Adams County,35995,3081.0,372.3
18001,ADAMS,2021,1579.0,168.0,722.0,Adams County,35995,4386.7,466.7
18001,ADAMS,2022,1539.0,175.0,635.0,Adams County,35995,4275.6,486.2
18001,ADAMS,2023,1726.0,224.0,688.0,Adams County,35995,4795.1,622.3
18001,ADAMS,2024,1577.0,146.0,581.0,Adams County,35995,4381.2,405.6
18003,ALLEN,2017,9783.0,1222.0,2778.0,Allen County,388791,2516.3,314.3
18003,ALLEN,2018,7323.0,675.0,3318.0,Allen County,388791,1883.5,173.6
18003,ALLEN,2019,24758.0,3788.0,8955.0,Allen County,388791,6367.9,974.3
18003,ALLEN,2020,24127.0,3513.0,8831.0,Allen County,388791,6205.6,903.6
18003,ALLEN,2021,26791.0,3861.0,9033.0,Allen County,388791,6890.8,993.1
18003,ALLEN,2022,29896.0,4385.0,9783.0,Allen County,388791,7689.5,1127.9
18003,ALLEN,2023,31138.0,4512.0,9611.0,Allen County,388791,8008.9,1160.5
18003,ALLEN,2024,31237.0,4047.0,9793.0,Allen County,388791,8034.4,1040.9
18005,BARTHOLOMEW,2017,8560.0,1175.0,2773.0,Bartholomew County,82881,10328.1,1417.7
18005,BARTHOLOMEW,2018,8105.0,1143.0,2134.0,Bartholomew County,82881,9779.1,1379.1
18005,BARTHOLOMEW,2019,5132.0,717.0,1739.0,Bartholomew County,82881,6192.0,865.1
18005,BARTHOLOMEW,2020,4784.0,689.0,2125.0,Bartholomew County,82881,5772.1,831.3
18005,BARTHOLOMEW,2021,6871.0,1133.0,3085.0,Bartholomew County,82881,8290.2,1367.0
18005,BARTHOLOMEW,2022,7723.0,1272.0,3573.0,Bartholomew County,82881,9318.2,1534.7
18005,BARTHOLOMEW,2023,8193.0,1239.0,3876.0,Bartholomew County,82881,9885.3,1494.9
18005,BARTHOLOMEW,2024,8473.0,1141.0,3615.0,Bartholomew County,82881,10223.1,1376.7
18007,BENTON,2017,107.0,16.0,81.0,Benton County,8708,1228.8,183.7
18007,BENTON,2018,119.0,20.0,68.0,Benton County,8708,1366.6,229.7
18007,BENTON,2019,146.0,24.0,77.0,Benton County,8708,1676.6,275.6
18007,BENTON,2020,185.0,31.0,114.0,Benton County,8708,2124.5,356.0
18007,BENTON,2021,231.0,32.0,125.0,Benton County,8708,2652.7,367.5
18007,BENTON,2022,213.0,24.0,138.0,Benton County,8708,2446.0,275.6
18007,BENTON,2023,245.0,44.0,141.0,Benton County,8708,2813.5,505.3
18007,BENTON,2024,243.0,40.0,167.0,Benton County,8708,2790.5,459.3
18009,BLACKFORD,2017,399.0,32.0,133.0,Blackford County,12007,3323.1,266.5
18009,BLACKFORD,2018,813.0,71.0,326.0,Blackford County,12007,6771.1,591.3
18009,BLACKFORD,2019,565.0,38.0,206.0,Blackford County,12007,4705.6,316.5
18009,BLACKFORD,2020,549.0,21.0,213.0,Blackford County,12007,4572.3,174.9
18009,BLACKFORD,2021,543.0,30.0,251.0,Blackford County,12007,4522.4,249.9
18009,BLACKFORD,2022,567.0,28.0,275.0,Blackford County,12007,4722.2,233.2
18009,BLACKFORD,2023,462.0,40.0,183.0,Blackford County,12007,3847.8,333.1
18009,BLACKFORD,2024,120.0,0.0,99.0,Blackford County,12007,999.4,0.0
18011,BOONE,2017,2118.0,173.0,1347.0,Boone County,72827,2908.3,237.5
18011,BOONE,2018,4335.0,299.0,2548.0,Boone County,72827,5952.5,410.6
18011,BOONE,2019,4757.0,301.0,2585.0,Boone County,72827,6531.9,413.3
18011,BOONE,2020,3985.0,324.0,2076.0,Boone County,72827,5471.9,444.9
18011,BOONE,2021,4698.0,402.0,2370.0,Boone County,72827,6450.9,552.0
18011,BOONE,2022,5205.0,349.0,2200.0,Boone County,72827,7147.1,479.2
18011,BOONE,2023,6606.0,399.0,3066.0,Boone County,72827,9070.8,547.9
18011,BOONE,2024,5628.0,403.0,2804.0,Boone County,72827,7727.9,553.4
18013,BROWN,2017,198.0,24.0,194.0,Brown County,15543,1273.9,154.4
18013,BROWN,2018,116.0,10.0,80.0,Brown County,15543,746.3,64.3
18013,BROWN,2019,164.0,25.0,85.0,Brown County,15543,1055.1,160.8
18013,BROWN,2020,272.0,53.0,143.0,Brown County,15543,1750.0,341.0
18013,BROWN,2021,240.0,39.0,124.0,Brown County,15543,1544.1,250.9
18013,BROWN,2022,175.0,12.0,83.0,Brown County,15543,1125.9,77.2
18013,BROWN,2023,100.0,0.0,43.0,Brown County,15543,643.4,0.0
18013,BROWN,2024,141.0,0.0,71.0,Brown County,15543,907.2,0.0
18015,CARROLL,2017,215.0,23.0,141.0,Carroll County,20443,1051.7,112.5
18015,CARROLL,2018,208.0,26.0,104.0,Carroll County,20443,1017.5,127.2
18015,CARROLL,2019,215.0,33.0,137.0,Carroll County,20443,1051.7,161.4
18015,CARROLL,2020,293.0,29.0,169.0,Carroll County,20443,1433.3,141.9
18015,CARROLL,2021,290.0,26.0,192.0,Carroll County,20443,1418.6,127.2
18015,CARROLL,2022,245.0,22.0,135.0,Carroll County,20443,1198.5,107.6
18015,CARROLL,2023,275.0,33.0,154.0,Carroll County,20443,1345.2,161.4
18015,CARROLL,2024,227.0,18.0,177.0,Carroll County,20443,1110.4,88.0
18017,CASS,2017,1223.0,134.0,877.0,Cass County,37703,3243.8,355.4
18017,CASS,2018,2135.0,229.0,1165.0,Cass County,37703,5662.7,607.4
18017,CASS,2019,2037.0,214.0,876.0,Cass County,37703,5402.8,567.6
18017,CASS,2020,1416.0,134.0,613.0,Cass County,37703,3755.7,355.4
18017,CASS,2021,895.0,56.0,395.0,Cass County,37703,2373.8,148.5
18017,CASS,2022,2309.0,293.0,1048.0,Cass County,37703,6124.2,777.1
18017,CASS,2023,2906.0,335.0,1463.0,Cass County,37703,7707.6,888.5
18017,CASS,2024,2523.0,330.0,1076.0,Cass County,37703,6691.8,875.3
18019,CLARK,2017,2585.0,125.0,895.0,Clark County,122800,2105.0,101.8
18019,CLARK,2018,3234.0,183.0,1064.0,Clark County,122800,2633.6,149.0
18019,CLARK,2019,2961.0,186.0,1132.0,Clark County,122800,2411.2,151.5
18019,CLARK,2020,5307.0,741.0,1866.0,Clark County,122800,4321.7,603.4
18019,CLARK,2021,7322.0,1081.0,2250.0,Clark County,122800,5962.5,880.3
18019,CLARK,2022,7451.0,1115.0,1987.0,Clark County,122800,6067.6,908.0
18019,CLARK,2023,7753.0,1117.0,2608.0,Clark County,122800,6313.5,909.6
18019,CLARK,2024,13028.0,1393.0,4329.0,Clark County,122800,10609.1,1134.4
18021,CLAY,2017,1325.0,180.0,518.0,Clay County,26431,5013.1,681.0
18021,CLAY,2018,1182.0,177.0,449.0,Clay County,26431,4472.0,669.7
18021,CLAY,2019,1251.0,135.0,551.0,Clay County,26431,4733.1,510.8
18021,CLAY,2020,1508.0,169.0,764.0,Clay County,26431,5705.4,639.4
18021,CLAY,2021,2731.0,222.0,1720.0,Clay County,26431,10332.6,839.9
18021,CLAY,2022,3251.0,234.0,1628.0,Clay County,26431,12300.0,885.3
18021,CLAY,2023,3058.0,246.0,1723.0,Clay County,26431,11569.7,930.7
18021,CLAY,2024,2723.0,202.0,1473.0,Clay County,26431,10302.3,764.3
18023,CLINTON,2017,1215.0,286.0,527.0,Clinton County,32967,3685.5,867.5
18023,CLINTON,2018,990.0,194.0,411.0,Clinton County,32967,3003.0,588.5
18023,CLINTON,2019,969.0,174.0,461.0,Clinton County,32967,2939.3,527.8
18023,CLINTON,2020,1103.0,199.0,584.0,Clinton County,32967,3345.8,603.6
18023,CLINTON,2021,1279.0,266.0,641.0,Clinton County,32967,3879.6,806.9
18023,CLINTON,2022,1270.0,200.0,697.0,Clinton County,32967,3852.3,606.7
18023,CLINTON,2023,1570.0,267.0,785.0,Clinton County,32967,4762.3,809.9
18023,CLINTON,2024,1563.0,240.0,733.0,Clinton County,32967,4741.1,728.0
18025,CRAWFORD,2017,76.0,0.0,56.0,Crawford County,10494,724.2,0.0
18025,CRAWFORD,2018,111.0,0.0,52.0,Crawford County,10494,1057.7,0.0
18025,CRAWFORD,2019,113.0,10.0,65.0,Crawford County,10494,1076.8,95.3
18025,CRAWFORD,2020,105.0,11.0,41.0,Crawford County,10494,1000.6,104.8
18025,CRAWFORD,2021,97.0,11.0,63.0,Crawford County,10494,924.3,104.8
18025,CRAWFORD,2022,106.0,12.0,65.0,Crawford County,10494,1010.1,114.4
18025,CRAWFORD,2023,97.0,14.0,58.0,Crawford County,10494,924.3,133.4
18025,CRAWFORD,2024,99.0,0.0,77.0,Crawford County,10494,943.4,0.0
18027,DAVIESS,2017,987.0,119.0,183.0,Daviess County,33442,2951.4,355.8
18027,DAVIESS,2018,1495.0,180.0,505.0,Daviess County,33442,4470.4,538.2
18027,DAVIESS,2019,1432.0,155.0,577.0,Daviess County,33442,4282.0,463.5
18027,DAVIESS,2020,1668.0,223.0,743.0,Daviess County,33442,4987.7,666.8
18027,DAVIESS,2021,1726.0,217.0,704.0,Daviess County,33442,5161.2,648.9
18027,DAVIESS,2022,1651.0,163.0,683.0,Daviess County,33442,4936.9,487.4
18027,DAVIESS,2023,1554.0,170.0,564.0,Daviess County,33442,4646.9,508.3
18027,DAVIESS,2024,1380.0,148.0,550.0,Daviess County,33442,4126.5,442.6
18029,DEARBORN,2017,2185.0,276.0,1140.0,Dearborn County,50828,4298.8,543.0
18029,DEARBORN,2018,2440.0,273.0,1146.0,Dearborn County,50828,4800.5,537.1
18029,DEARBORN,2019,2156.0,226.0,1068.0,Dearborn County,50828,4241.8,444.6
18029,DEARBORN,2020,3045.0,341.0,1352.0,Dearborn County,50828,5990.8,670.9
18029,DEARBORN,2021,3344.0,542.0,1361.0,Dearborn County,50828,6579.1,1066.3
18029,DEARBORN,2022,3485.0,594.0,1491.0,Dearborn County,50828,6856.5,1168.6
18029,DEARBORN,2023,3744.0,596.0,1501.0,Dearborn County,50828,7366.0,1172.6
18029,DEARBORN,2024,3663.0,504.0,1372.0,Dearborn County,50828,7206.7,991.6
18031,DECATUR,2017,1646.0,219.0,673.0,Decatur County,26411,6232.3,829.2
18031,DECATUR,2018,1690.0,218.0,561.0,Decatur County,26411,6398.8,825.4
18031,DECATUR,2019,1810.0,229.0,637.0,Decatur County,26411,6853.2,867.1
18031,DECATUR,2020,1698.0,240.0,864.0,Decatur County,26411,6429.1,908.7
18031,DECATUR,2021,2114.0,213.0,892.0,Decatur County,26411,8004.2,806.5
18031,DECATUR,2022,1772.0,249.0,836.0,Decatur County,26411,6709.3,942.8
18031,DECATUR,2023,1821.0,238.0,864.0,Decatur County,26411,6894.9,901.1
18031,DECATUR,2024,1530.0,210.0,648.0,Decatur County,26411,5793.0,795.1
18033,DEKALB,2017,1400.0,357.0,358.0,DeKalb County,43584,3212.2,819.1
18033,DEKALB,2018,507.0,55.0,125.0,DeKalb County,43584,1163.3,126.2
18033,DEKALB,2019,2193.0,263.0,833.0,DeKalb County,43584,5031.7,603.4
18033,DEKALB,2020,2071.0,218.0,781.0,DeKalb County,43584,4751.7,500.2
18033,DEKALB,2021,2948.0,362.0,1237.0,DeKalb County,43584,6764.0,830.6
18033,DEKALB,2022,3049.0,483.0,1170.0,DeKalb County,43584,6995.7,1108.2
18033,DEKALB,2023,3173.0,381.0,1280.0,DeKalb County,43584,7280.2,874.2
18033,DEKALB,2024,3086.0,283.0,1241.0,DeKalb County,43584,7080.6,649.3
18035,DELAWARE,2017,6162.0,1024.0,2206.0,Delaware County,112109,5496.4,913.4
18035,DELAWARE,2018,6692.0,1017.0,1656.0,Delaware County,112109,5969.2,907.2
18035,DELAWARE,2019,7396.0,847.0,2189.0,Delaware County,112109,6597.2,755.5
18035,DELAWARE,2020,8359.0,829.0,2521.0,Delaware County,112109,7456.1,739.5
18035,DELAWARE,2021,8670.0,920.0,2811.0,Delaware County,112109,7733.5,820.6
18035,DELAWARE,2022,8155.0,802.0,2786.0,Delaware County,112109,7274.2,715.4
18035,DELAWARE,2023,8618.0,1167.0,2776.0,Delaware County,112109,7687.2,1041.0
18035,DELAWARE,2024,9491.0,1386.0,2985.0,Delaware County,112109,8465.9,1236.3
18037,DUBOIS,2017,2482.0,195.0,798.0,Dubois County,43563,5697.5,447.6
18037,DUBOIS,2018,2118.0,165.0,701.0,Dubois County,43563,4861.9,378.8
18037,DUBOIS,2019,2331.0,204.0,653.0,Dubois County,43563,5350.9,468.3
18037,DUBOIS,2020,1219.0,182.0,349.0,Dubois County,43563,2798.2,417.8
18037,DUBOIS,2021,4130.0,436.0,1025.0,Dubois County,43563,9480.5,1000.8
18037,DUBOIS,2022,4424.0,500.0,1156.0,Dubois County,43563,10155.4,1147.8
18037,DUBOIS,2023,4409.0,470.0,1143.0,Dubois County,43563,10121.0,1078.9
18037,DUBOIS,2024,4422.0,440.0,1260.0,Dubois County,43563,10150.8,1010.0
18039,ELKHART,2017,11015.0,1432.0,2884.0,Elkhart County,206868,5324.7,692.2
18039,ELKHART,2018,12505.0,1915.0,4030.0,Elkhart County,206868,6044.9,925.7
18039,ELKHART,2019,12702.0,2078.0,5040.0,Elkhart County,206868,6140.1,1004.5
18039,ELKHART,2020,13567.0,2038.0,5822.0,Elkhart County,206868,6558.3,985.2
18039,ELKHART,2021,16518.0,2453.0,7274.0,Elkhart County,206868,7984.8,1185.8
18039,ELKHART,2022,13656.0,2131.0,6454.0,Elkhart County,206868,6601.3,1030.1
18039,ELKHART,2023,13476.0,1892.0,6005.0,Elkhart County,206868,6514.3,914.6
18039,ELKHART,2024,13215.0,1629.0,6002.0,Elkhart County,206868,6388.1,787.5
18041,FAYETTE,2017,1651.0,259.0,571.0,Fayette County,23390,7058.6,1107.3
18041,FAYETTE,2018,947.0,111.0,357.0,Fayette County,23390,4048.7,474.6
18041,FAYETTE,2019,501.0,74.0,180.0,Fayette County,23390,2141.9,316.4
18041,FAYETTE,2020,902.0,151.0,311.0,Fayette County,23390,3856.3,645.6
18041,FAYETTE,2021,1960.0,310.0,971.0,Fayette County,23390,8379.6,1325.4
18041,FAYETTE,2022,2420.0,363.0,1064.0,Fayette County,23390,10346.3,1551.9
18041,FAYETTE,2023,2466.0,428.0,954.0,Fayette County,23390,10543.0,1829.8
18041,FAYETTE,2024,2281.0,338.0,1039.0,Fayette County,23390,9752.0,1445.1
18043,FLOYD,2017,5124.0,423.0,999.0,Floyd County,80512,6364.3,525.4
18043,FLOYD,2018,9014.0,517.0,1190.0,Floyd County,80512,11195.8,642.1
18043,FLOYD,2019,7996.0,687.0,2547.0,Floyd County,80512,9931.4,853.3
18043,FLOYD,2020,17464.0,1564.0,4161.0,Floyd County,80512,21691.2,1942.6
18043,FLOYD,2021,22580.0,1669.0,5520.0,Floyd County,80512,28045.5,2073.0
18043,FLOYD,2022,24833.0,1185.0,6661.0,Floyd County,80512,30843.8,1471.8
18043,FLOYD,2023,25283.0,1202.0,6174.0,Floyd County,80512,31402.8,1492.9
18043,FLOYD,2024,24590.0,875.0,6371.0,Floyd County,80512,30542.0,1086.8
18045,FOUNTAIN,2017,627.0,40.0,342.0,Fountain County,16546,3789.4,241.8
18045,FOUNTAIN,2018,618.0,58.0,331.0,Fountain County,16546,3735.0,350.5
18045,FOUNTAIN,2019,712.0,41.0,405.0,Fountain County,16546,4303.2,247.8
18045,FOUNTAIN,2020,740.0,45.0,436.0,Fountain County,16546,4472.4,272.0
18045,FOUNTAIN,2021,800.0,33.0,393.0,Fountain County,16546,4835.0,199.4
18045,FOUNTAIN,2022,636.0,65.0,304.0,Fountain County,16546,3843.8,392.8
18045,FOUNTAIN,2023,624.0,83.0,400.0,Fountain County,16546,3771.3,501.6
18045,FOUNTAIN,2024,618.0,81.0,387.0,Fountain County,16546,3735.0,489.5
18047,FRANKLIN,2017,216.0,43.0,200.0,Franklin County,22929,942.0,187.5
18047,FRANKLIN,2018,361.0,85.0,223.0,Franklin County,22929,1574.4,370.7
18047,FRANKLIN,2019,551.0,88.0,302.0,Franklin County,22929,2403.1,383.8
18047,FRANKLIN,2020,480.0,66.0,363.0,Franklin County,22929,2093.4,287.8
18047,FRANKLIN,2021,438.0,57.0,397.0,Franklin County,22929,1910.2,248.6
18047,FRANKLIN,2022,401.0,35.0,355.0,Franklin County,22929,1748.9,152.6
18047,FRANKLIN,2023,392.0,82.0,258.0,Franklin County,22929,1709.6,357.6
18047,FRANKLIN,2024,687.0,41.0,216.0,Franklin County,22929,2996.2,178.8
18049,FULTON,2017,769.0,86.0,432.0,Fulton County,20411,3767.6,421.3
18049,FULTON,2018,706.0,90.0,417.0,Fulton County,20411,3458.9,440.9
18049,FULTON,2019,1039.0,62.0,469.0,Fulton County,20411,5090.4,303.8
18049,FULTON,2020,2047.0,149.0,715.0,Fulton County,20411,10028.9,730.0
18049,FULTON,2021,2050.0,203.0,641.0,Fulton County,20411,10043.6,994.6
18049,FULTON,2022,1150.0,164.0,519.0,Fulton County,20411,5634.2,803.5
18049,FULTON,2023,1574.0,160.0,587.0,Fulton County,20411,7711.5,783.9
18049,FULTON,2024,1607.0,151.0,623.0,Fulton County,20411,7873.2,739.8
18051,GIBSON,2017,1126.0,208.0,1011.0,Gibson County,32986,3413.6,630.6
18051,GIBSON,2018,1225.0,219.0,1054.0,Gibson County,32986,3713.7,663.9
18051,GIBSON,2019,1205.0,219.0,1011.0,Gibson County,32986,3653.1,663.9
18051,GIBSON,2020,1408.0,228.0,1162.0,Gibson County,32986,4268.5,691.2
18051,GIBSON,2021,1651.0,278.0,1187.0,Gibson County,32986,5005.2,842.8
18051,GIBSON,2022,1748.0,257.0,1169.0,Gibson County,32986,5299.2,779.1
18051,GIBSON,2023,1732.0,241.0,1231.0,Gibson County,32986,5250.7,730.6
18051,GIBSON,2024,1850.0,272.0,1415.0,Gibson County,32986,5608.4,824.6
18053,GRANT,2017,5475.0,651.0,2118.0,Grant County,66377,8248.3,980.8
18053,GRANT,2018,6825.0,730.0,2377.0,Grant County,66377,10282.2,1099.8
18053,GRANT,2019,5699.0,537.0,2436.0,Grant County,66377,8585.8,809.0
18053,GRANT,2020,4405.0,473.0,2181.0,Grant County,66377,6636.3,712.6
18053,GRANT,2021,10470.0,1314.0,5376.0,Grant County,66377,15773.5,1979.6
18053,GRANT,2022,10086.0,1277.0,5178.0,Grant County,66377,15195.0,1923.9
18053,GRANT,2023,10669.0,1299.0,5583.0,Grant County,66377,16073.3,1957.0
18053,GRANT,2024,10973.0,1164.0,5678.0,Grant County,66377,16531.3,1753.6
18055,GREENE,2017,585.0,56.0,348.0,Greene County,30954,1889.9,180.9
18055,GREENE,2018,1018.0,172.0,630.0,Greene County,30954,3288.8,555.7
18055,GREENE,2019,969.0,145.0,516.0,Greene County,30954,3130.5,468.4
18055,GREENE,2020,1377.0,241.0,632.0,Greene County,30954,4448.5,778.6
18055,GREENE,2021,1507.0,272.0,771.0,Greene County,30954,4868.5,878.7
18055,GREENE,2022,1473.0,292.0,712.0,Greene County,30954,4758.7,943.3
18055,GREENE,2023,1368.0,268.0,648.0,Greene County,30954,4419.5,865.8
18055,GREENE,2024,1527.0,287.0,566.0,Greene County,30954,4933.1,927.2
18057,HAMILTON,2017,6334.0,749.0,2789.0,Hamilton County,357176,1773.4,209.7
18057,HAMILTON,2018,8470.0,784.0,3883.0,Hamilton County,357176,2371.4,219.5
18057,HAMILTON,2019,10430.0,1024.0,4892.0,Hamilton County,357176,2920.1,286.7
18057,HAMILTON,2020,12368.0,1197.0,5992.0,Hamilton County,357176,3462.7,335.1
18057,HAMILTON,2021,20832.0,1609.0,10656.0,Hamilton County,357176,5832.4,450.5
18057,HAMILTON,2022,21797.0,1684.0,11548.0,Hamilton County,357176,6102.6,471.5
18057,HAMILTON,2023,22138.0,1817.0,11354.0,Hamilton County,357176,6198.1,508.7
18057,HAMILTON,2024,21432.0,1783.0,11305.0,Hamilton County,357176,6000.4,499.2
18059,HANCOCK,2017,2716.0,395.0,1183.0,Hancock County,82013,3311.7,481.6
18059,HANCOCK,2018,2881.0,331.0,1000.0,Hancock County,82013,3512.9,403.6
18059,HANCOCK,2019,3668.0,375.0,2217.0,Hancock County,82013,4472.5,457.2
18059,HANCOCK,2020,4027.0,459.0,2328.0,Hancock County,82013,4910.2,559.7
18059,HANCOCK,2021,4528.0,453.0,2655.0,Hancock County,82013,5521.1,552.4
18059,HANCOCK,2022,4807.0,527.0,2720.0,Hancock County,82013,5861.3,642.6
18059,HANCOCK,2023,4608.0,475.0,2750.0,Hancock County,82013,5618.6,579.2
18059,HANCOCK,2024,4790.0,472.0,2835.0,Hancock County,82013,5840.5,575.5
18061,HARRISON,2017,673.0,43.0,687.0,Harrison County,39785,1691.6,108.1
18061,HARRISON,2018,1927.0,215.0,1240.0,Harrison County,39785,4843.5,540.4
18061,HARRISON,2019,2999.0,301.0,1661.0,Harrison County,39785,7538.0,756.6
18061,HARRISON,2020,2819.0,299.0,1377.0,Harrison County,39785,7085.6,751.5
